id,allelectrons_Average,density_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,Hardness
190,14.0,0.6795,4.0,29.21788464,9.01375,2.295,2.0
191,23.0,3.958,4.8,49.496,9.08885,2.24,3.8
192,25.2,2.62853,5.6,58.30341800000001,11.61422,2.884,2.3
193,12.0,1.12352,4.0,26.2038268,12.12276,2.8480000000000003,5.5
194,23.0,1.46035,4.0,49.496,10.629,2.665,4.0
195,10.0,0.49717,4.8,20.9941265318,12.59399,2.675,2.5
196,21.75,2.9768,3.75,45.87725,9.0872,2.2225,3.8
197,42.8,2.95341,5.6,102.82756,9.1302,2.352,2.0
198,11.384615384615383,1.46035,4.782608695652174,23.70020296273016,10.953163846153846,2.55,5.0
199,8.0,0.65306,4.418803418803419,16.120079066666666,11.666308333333332,2.5725,6.5
200,12.2,1.80256,4.8,25.386556894,10.78917,2.752,6.0
201,18.0,1.3124,4.0,37.346215,10.629,2.675,5.5
202,26.0,3.8764,5.166666666666667,61.11733333333334,11.771733333333335,2.885,5.5
203,18.666666666666668,1.775,4.5,40.968055,11.279666666666666,2.763333333333333,6.0
204,10.8,1.66969,5.6,20.492449117625004,11.023840000000002,2.884,6.8
205,9.0,0.66533,4.8,18.60817185,11.79886,2.7960000000000003,3.5
206,23.0,2.53985,4.0,48.7195,11.28095,2.545,2.5
207,12.0,1.182,4.8,25.077338,12.30176,2.764,6.0
208,13.6,1.38084,4.4,29.525338,11.11696,2.7380000000000004,5.5
209,9.2,0.5852,4.8,18.439538,11.79886,2.805,2.0
210,12.0,0.83076,4.0,24.50301875,11.1479375,2.705,6.0
211,9.0,0.67383,4.8,18.439538,11.79886,2.675,3.8
212,19.33333333333333,1.92725,4.666666666666667,39.987666666666655,9.5408,2.33,6.3
213,50.0,7.316,4.0,117.386335,9.01375,2.295,1.8
214,13.0529411764706,2.06989,4.878048780487805,29.15111217,11.220309756097562,2.6951219512195124,5.0
215,13.333333333333334,1.27478,4.666666666666667,27.12564571333333,11.956833333333336,2.5660000000000003,2.5
216,12.6,1.22872,4.8,26.2038268,11.288,2.754,6.0
217,17.333333333333332,2.0416,5.166666666666667,39.568056,11.711716666666668,2.81,5.8
218,10.571428571428571,0.82898,4.571428571428571,20.323313857142857,10.967771428571426,2.685714285714285,7.8
219,21.83333333333333,6.7765,4.333333333333333,50.46236066666666,11.6284,2.706666666666667,2.0
220,11.3,1.8216,4.0,23.099694928,10.52605,2.495,5.5
221,20.0,0.6415,4.666666666666667,40.86454624999998,11.330441666666667,2.6253125,6.8
222,15.5,3.8764,5.0,33.739258,11.026725,2.8,5.5
223,12.0,1.83476,4.8,25.077338,11.909720000000002,2.884,7.8
224,18.0,1.0608,4.0,36.0685,8.2366,1.79,4.0
225,13.9,1.24952,4.65,29.680678624999995,11.100835,2.682,6.3
226,10.714285714285714,1.3513,4.285714285714286,22.35173142857142,10.730085714285716,2.611428571428572,5.0
227,8.4,0.45749,4.8,16.862137999999998,11.33044,2.675,4.3
228,9.666666666666666,0.83076,4.666666666666667,19.397353333333328,11.711716666666668,2.6366666666666663,6.0
229,14.4,0.94127,4.2,29.568292,11.90626,2.8280000000000003,6.3
230,22.8,3.8764,5.6,49.204038,9.65936,2.3680000000000003,1.8
231,50.33333333333334,7.66667,4.333333333333333,121.02273333333332,8.054,2.043333333333333,1.8
232,13.0,1.11572,4.0,27.95135333333333,11.373216666666664,2.845,6.0
233,10.0,0.84233,5.0,20.255278375,11.026725,2.79,7.0
234,46.0,7.01317,4.0,113.1572575,8.71425,2.24,2.5
235,12.0,0.93673,4.8,25.023328,10.73364,2.694,6.0
236,7.92,0.53898,4.16,15.69310028,12.046624,2.7136,5.0
237,10.4,1.08186,4.484848484848484,21.9893120372,10.945760606060604,2.627272727272727,3.5
238,12.0,1.89676,4.8,26.2038268,11.33044,2.7060000000000004,6.0
239,42.8,6.77608,5.6,102.82756,9.1302,2.3080000000000003,2.0
240,10.0,0.78135,5.0,20.255278375,11.026725,2.79,2.8
241,12.666666666666664,1.35155,5.333333333333333,26.621686666666665,11.354766666666668,2.806666666666666,5.8
242,5.0,0.6278,4.0,10.59988,12.41584,2.518,2.0
243,14.333333333333336,1.96919,4.8,29.525338,11.290033333333335,2.545,2.5
244,18.0,2.74155,4.0,37.27215,8.65415,2.295,6.0
245,10.0,0.81244,4.8,20.213348778,11.33044,2.752,6.0
246,10.0,0.86021,4.8,20.2988926326,12.04083,2.755,5.5
247,10.0,0.8229,4.8,20.016938,11.64556,2.755,6.0
248,12.0,0.70329,4.8,24.808518,11.17714,2.644,5.8
249,10.0,0.80625,4.8,20.2988926326,12.04083,2.755,5.5
250,6.666666666666668,0.11548,4.666666666666667,13.016128333333334,12.700466666666664,2.77,4.0
251,23.5,3.87311,5.3,53.4902975,10.13144,2.279,1.5
252,18.0,2.54439,5.0,37.27215,11.79886,2.826,3.3
253,24.4,4.86552,4.8,53.441338,11.91369,2.752,5.5
254,21.0,2.9768,4.0,47.3154225304,9.65936,2.165,2.8
255,15.2,1.22915,4.833333333333333,31.937418,11.223166666666666,2.55,5.5
256,12.8,2.18789,5.6,26.1647257,10.9485,2.6500000000000004,6.0
257,8.4,0.66668,4.8,16.862137999999998,11.95216,2.8360000000000003,4.0
258,7.5,0.75516,4.0,14.996859625,11.7051,2.6725000000000003,3.8
259,12.8,1.8688,4.8,24.808518,11.17714,2.7030000000000003,6.8
260,7.568965517241379,0.2061,4.2586206896551735,14.061797586206897,12.261489655172417,2.735217391304348,3.5
261,10.0,0.75249,4.6,20.3920334,12.0034,2.708,6.0
262,30.66666666666667,3.05125,2.6666666666666665,72.2365,9.101866666666666,2.4133333333333336,5.5
263,13.954545454545457,2.22761,4.886363636363637,29.01870756027273,11.247495454545453,2.702272727272728,4.0
264,8.333333333333334,0.53649,4.333333333333333,16.583821666666665,10.296858333333333,2.595,5.5
265,14.8,1.9368,5.0,32.059,11.2603,2.684,7.0
266,8.6,0.80362,5.0,17.7903568,12.3734,2.866,2.5
267,7.4,0.6698,4.2,14.610803,12.39211,2.77,2.8
268,18.0,2.6772,5.6,39.568056,12.0863,2.8680000000000003,2.5
269,30.66666666666667,6.78667,4.0,68.56273,9.152733333333334,1.9666666666666663,5.5
270,12.0,1.3124,4.8,24.50301875,10.93895,2.705,5.0
271,11.6,1.8216,4.8,24.50301875,11.023840000000002,2.865,6.0
272,4.814814814814816,0.0,3.45945945945946,8.462066620620691,13.266033333333334,2.065,2.0
273,10.0,0.70884,4.571428571428571,20.323313857142857,11.63035714285714,2.68,7.8
274,10.0,0.86684,4.8478260869565215,20.92187185304348,10.880526086956522,2.735217391304348,7.0
275,8.96,0.75041,4.8,17.790440179910046,11.8776349999998,2.644,6.0
276,10.0,0.8506,4.0,20.3920334,11.026725,2.85,7.0
277,10.0,0.77105,5.0,20.255278375,11.33044,2.6725000000000003,5.5
278,10.4,0.53914,4.8,20.2988926326,11.023840000000002,2.644,7.8
279,42.0,0.77525,4.0,98.3407975,9.1985,2.03,3.5
280,12.8,0.41631,4.8,26.385218,11.38168,2.81,5.5
281,14.6,2.42074,4.8,30.341818,11.39875,2.53,6.0
282,11.6,1.8013,4.0,24.085483,12.22274,2.68,5.0
283,10.0,0.86614,4.8,20.2988926326,12.04083,2.755,2.8
284,12.0,1.03213,4.8,24.808518,11.33044,2.675,6.0
285,12.6,1.4486,4.6,24.808518,10.73364,2.752,6.0
286,10.0,0.74838,4.8,20.322035645125,11.1238168,2.89,6.0
287,9.2,0.1391,4.8,18.60817185,12.30176,2.705,6.5
288,24.5,3.1504,5.5,58.30341800000001,11.61422,2.705,2.5
289,18.0,2.6108,5.6,39.568056,12.0863,2.8680000000000003,1.5
290,23.0,3.88539,4.0,48.7195,9.8771,2.115,5.5
291,13.6,1.05428,4.0,28.90865937845,10.2719,2.805,6.8
292,13.5,0.96381,4.25,29.568292,10.754975,2.6,5.5
293,9.5,1.37405,5.0,19.14036490625,11.26033125,2.786875,6.0
294,10.0,0.8148,4.8,20.2988926326,12.04083,2.675,6.0
295,22.83333333333333,2.70793,4.0,49.50308166666667,11.47577,2.7433333333333336,3.8
296,12.666666666666664,1.80922,4.666666666666667,26.621686666666665,11.354766666666668,2.754666666666667,6.0
297,21.8,2.9768,5.6,49.204038,11.82448,2.8680000000000003,3.5
298,12.6,2.015,4.8,26.1647257,10.600980000000002,2.7060000000000004,5.5
299,9.714285714285714,0.82602,4.571428571428571,19.436531714,10.50705714285714,2.657142857142857,7.8
300,23.0,10.97,4.0,49.496,10.347,2.53,2.5
301,11.3,0.82121,4.8,24.808518,11.11696,2.6625,3.5
302,13.6,1.96919,4.0,27.188418,10.79886,2.657142857142857,6.5
303,23.5,1.34593,5.166666666666667,49.50308166666667,10.600983333333332,2.18,6.0
304,27.04761904761905,3.90755,5.428571428571429,64.58836409495238,11.595571428571429,2.857619047619047,3.8
305,6.666666666666668,0.75249,4.166666666666667,13.016128333333334,12.700466666666664,2.6,5.0
306,41.0,7.66667,4.0,95.225235,9.08885,2.2225,2.5
307,10.0,0.77525,4.666666666666667,20.9940862215,11.223166666666666,2.8480000000000003,6.5
308,48.0,6.313,3.5,118.019,9.251425,2.205,3.8
309,12.125,1.96919,5.0,24.50301875,11.20276,2.745,6.5
310,12.0,1.17448,4.8,24.808518,11.28095,2.7380000000000004,6.0
311,12.2,1.75184,4.8,26.2038268,10.2719,2.7060000000000004,6.0
312,31.0,0.36822,4.0,70.86454624999998,9.273855,1.985,5.8
313,45.0,5.0988,5.0,111.599515,10.5174,2.62,2.5
314,15.5,1.92725,4.0,35.468537,11.288,2.684,5.0
315,12.0,1.03196,4.75,24.50301875,11.1479375,2.705,5.0
316,10.0,0.76025,5.0,20.077018,11.63995,2.901666666666667,6.8
317,13.6,2.53985,4.8,29.568292,11.023840000000002,2.743,6.0
318,32.6,5.80644,4.8,72.2365,11.38168,2.352,3.0
319,7.411764705882352,0.5852,3.7647058823529416,14.643973529411769,12.484211764705885,2.6558823529411764,2.8
320,10.0,0.51006,5.0,20.213348778,12.30176,2.904,2.5
321,22.8,4.8568,5.6,50.1811,10.600980000000002,2.18,3.8
322,27.6,5.00311,4.3,65.56541800000001,10.75912,2.298,3.0
323,8.4,0.53275,4.8,16.862137999999998,11.95216,2.8360000000000003,4.0
324,23.5,2.8386,4.5,50.54252,9.0872,2.24,3.0
325,14.333333333333336,1.8216,4.5,34.47077916666667,11.217766666666668,2.775,5.5
326,12.0,1.42262,4.8,26.2038268,12.20004,2.684,4.5
327,14.333333333333336,1.43926,4.666666666666667,31.937418666666662,11.711716666666668,2.8266666666666667,5.8
328,19.33333333333333,3.492,6.0,39.987666666666655,9.0432,2.44,5.8
329,39.5,5.00311,5.2,93.78445,10.75912,2.655,3.0
330,18.0,0.77561,4.0,37.346215,10.347,2.675,5.5
331,12.8,1.10402,4.8,26.385218,11.38168,2.81,5.5
332,22.0,5.97378,3.2,54.27519833333333,9.350333333333332,2.248333333333333,2.8
333,10.7,0.86102,4.7,21.9893120372,10.98774,2.502,6.0
334,31.0,6.17571,4.0,70.86454624999998,8.21315,1.97,1.5
335,10.0,1.0359,4.0,20.0468,10.629,2.675,5.5
336,10.0,0.99413,4.818181818181818,20.994141190090907,10.2719,2.455,2.3
337,9.2,0.69207,4.8,18.439538,11.79886,2.934,3.5
338,10.0,0.85728,4.8,20.077018,11.33044,2.7060000000000004,6.5
339,28.5,2.6772,5.5,68.16233625,11.6104,2.8487500000000003,2.5
340,24.33333333333333,4.52755,4.666666666666667,56.98088711111112,11.252966666666666,2.7466666666666666,6.3
341,10.6,0.8117,4.8,20.077018,11.023840000000002,2.755,6.0
342,24.0,4.74,5.6,53.4902975,9.273855,2.3080000000000003,1.8
343,10.3,0.84049,4.8,20.2988926326,11.139125000000002,2.629749999999995,5.5
344,13.666666666666664,1.05095,4.666666666666667,29.97368416666667,9.350333333333332,2.1566666666666667,5.3
345,10.333333333333334,0.86724,5.333333333333333,22.68885333333333,11.824266666666665,2.89,3.5
346,8.181818181818182,0.62515,4.909090909090909,16.368812454545456,12.578381818181818,2.709090909090909,2.8
347,12.2,1.2188,4.4,24.75087845,11.2184,2.7030000000000003,6.0
348,10.75,0.85728,5.75,21.9893120372,12.18425,2.7275,5.5
349,24.66666666666667,3.89105,4.333333333333333,55.30459633333333,11.444633333333336,2.861666666666667,5.5
350,10.5,3.11002,5.2,21.5029424,11.79886,2.805,3.5
351,41.0,5.97378,4.0,93.8846,9.695,2.445,2.5
352,21.0,1.00843,3.0,43.952,9.1302,2.24,2.0
353,13.333333333333336,0.75755,4.666666666666667,27.44881366633333,10.6397,2.545,5.5
354,7.4,0.52548,4.0,15.10485580681818,12.089745454545454,2.7384090909090912,3.3
355,11.2,1.9156,4.8,24.50301875,10.78917,2.684,6.5
356,11.8,0.86684,4.8,22.521871850000004,10.89726,2.755,6.5
357,18.0,0.91457,4.0,37.27215,9.05335,2.045,2.0
358,12.2,1.00627,4.8,24.085483,11.33044,2.7060000000000004,6.0
359,23.5,4.45167,4.333333333333333,49.50308166666667,11.408266666666668,2.7266666666666666,6.0
